Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Einkaufssumme,Fertiggerichte,Tiefkuehlware,Milchprodukte,Backwaren,Obst/Gemuese,Spirituosen,Tiernahrung,Bier,Frischfleisch,Drogerieartikel,Konserven,Kaffee/Tee,Suessigkeiten,Wurstwaren,Schreibwaren
w,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,60,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
w,41-50,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,<1000,166,0,32,0,0,0,0,0,116,0,0,18,0,0,0,0
w,18-30,ja,ledig,nein,Montag,14-17 Uhr,10 - 25 km,<1000,92,0,6,0,0,0,0,0,0,6,0,0,80,0,0,0
w,31-40,nein,ledig,ja,Samstag,<10 Uhr,10 - 25 km,3200-<4500,267,0,72,0,12,0,0,0,117,66,0,0,0,0,0,0
w,51-60,ja,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,1000-<2000,38,0,0,0,14,0,13,11,0,0,0,0,0,0,0,0
w,31-40,nein,ledig,nein,Samstag,14-17 Uhr,< 10 km,1000-<2000,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,nein,Donnerstag,<10 Uhr,< 10 km,<1000,83,0,0,0,25,0,4,20,0,0,0,24,10,0,0,0
m,18-30,ja,ledig,nein,Samstag,12-14 Uhr,< 10 km,1000-<2000,225,12,0,0,18,0,21,120,37,10,0,0,0,0,0,7
w,>60,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,213,0,0,0,2,0,0,43,0,126,0,32,10,0,0,0
w,>60,ja,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,70,0,0,0,8,0,1,15,0,0,32,0,14,0,0,0
m,18-30,nein,ledig,nein,Mittwoch,10-12 Uhr,< 10 km,2000-<3200,91,14,0,0,0,0,0,60,2,9,0,0,0,0,0,6
w,31-40,ja,ledig,ja,Montag,14-17 Uhr,< 10 km,<1000,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
w,>60,nein,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,447,16,0,0,28,0,1,48,272,0,0,0,12,0,0,70
m,>60,nein,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,122,5,9,0,19,0,0,0,0,14,30,0,15,30,0,0
m,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,<1000,138,9,0,0,1,0,52,0,0,0,0,0,35,32,0,9
m,>60,nein,ledig,ja,Samstag,14-17 Uhr,10 - 25 km,2000-<3200,265,11,0,0,8,0,0,0,224,0,0,4,9,0,0,9
w,18-30,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,>4500,589,0,40,0,0,0,36,0,360,153,0,0,0,0,0,0
m,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,187,34,18,0,13,0,0,0,0,0,0,0,11,0,0,111
m,51-60,nein,ledig,ja,Samstag,<10 Uhr,10 - 25 km,1000-<2000,178,0,0,0,15,0,0,0,0,60,0,12,90,0,0,1
w,>60,ja,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,1000-<2000,121,28,0,0,37,0,3,27,0,0,0,8,18,0,0,0
w,>60,nein,ledig,nein,Samstag,14-17 Uhr,10 - 25 km,2000-<3200,62,4,0,0,21,0,12,8,0,0,0,0,17,0,0,0
w,51-60,nein,ledig,ja,Donnerstag,<10 Uhr,< 10 km,1000-<2000,380,0,0,0,41,0,92,42,198,0,0,0,7,0,0,0
w,31-40,nein,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,2000-<3200,234,0,40,0,0,0,0,0,0,98,0,0,0,96,0,0
m,18-30,ja,ledig,nein,Samstag,<10 Uhr,> 25 km,3200-<4500,261,11,2,0,54,0,17,0,134,20,0,0,0,9,0,14
m,18-30,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,123,12,0,0,18,0,9,0,2,21,0,20,0,39,0,2
w,18-30,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,3200-<4500,65,0,0,0,0,0,0,0,0,0,0,0,51,0,0,14
m,31-40,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,2000-<3200,314,14,0,0,9,0,136,0,84,0,0,0,0,60,0,11
w,18-30,ja,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,1000-<2000,311,0,0,36,70,0,0,0,9,0,0,16,126,54,0,0
w,>60,nein,ledig,nein,Donnerstag,10-12 Uhr,10 - 25 km,2000-<3200,419,0,3,0,24,0,2,92,0,39,0,36,36,0,168,19
m,31-40,ja,ledig,ja,Samstag,14-17 Uhr,< 10 km,2000-<3200,112,13,0,0,4,0,0,5,0,88,0,0,0,0,0,2
w,18-30,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,<1000,121,0,0,0,0,0,0,49,0,0,0,0,0,0,72,0
m,51-60,nein,ledig,nein,Samstag,14-17 Uhr,< 10 km,1000-<2000,107,16,0,0,0,0,0,40,0,0,0,0,0,45,0,6
m,18-30,nein,ledig,ja,Samstag,<10 Uhr,> 25 km,1000-<2000,101,7,0,0,0,0,45,0,5,15,0,0,0,22,0,7
w,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,151,0,0,0,11,0,3,1,0,0,48,0,23,65,0,0
m,18-30,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,70,13,0,0,0,0,20,0,26,7,0,0,0,0,0,4
w,31-40,nein,ledig,ja,Donnerstag,>17 Uhr,10 - 25 km,3200-<4500,142,0,42,0,0,0,0,0,98,0,0,0,0,2,0,0
w,51-60,nein,ledig,ja,Freitag,10-12 Uhr,> 25 km,>4500,145,0,0,0,9,48,8,74,0,0,0,0,6,0,0,0
m,18-30,nein,ledig,nein,Donnerstag,10-12 Uhr,10 - 25 km,<1000,223,1,0,0,56,0,8,0,108,21,20,0,0,0,0,9
m,41-50,nein,ledig,nein,Samstag,12-14 Uhr,< 10 km,>4500,297,4,20,12,0,0,36,117,46,0,0,0,0,48,0,14
w,18-30,ja,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,2000-<3200,211,0,18,0,40,0,0,0,0,0,0,0,0,27,0,126
w,51-60,nein,ledig,nein,Freitag,<10 Uhr,< 10 km,2000-<3200,94,0,7,0,18,0,48,17,0,0,0,0,4,0,0,0
w,31-40,nein,Partnerschaft,ja,Donnerstag,>17 Uhr,10 - 25 km,3200-<4500,221,0,0,0,0,0,0,0,119,0,8,0,70,24,0,0
w,>60,nein,ledig,nein,Donnerstag,<10 Uhr,< 10 km,<1000,197,0,0,4,19,0,3,41,0,0,0,0,130,0,0,0
w,>60,nein,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,<1000,300,0,0,0,46,0,9,29,54,0,10,0,109,35,0,8
m,>60,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,3200-<4500,119,8,0,0,30,0,24,0,0,0,0,0,11,0,0,46
m,18-30,nein,ledig,nein,Samstag,10-12 Uhr,> 25 km,2000-<3200,222,4,0,0,0,0,122,0,71,13,0,0,0,0,0,12
m,31-40,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,210,3,0,0,0,0,64,0,0,112,18,0,0,0,0,13
w,18-30,ja,ledig,nein,Donnerstag,>17 Uhr,< 10 km,1000-<2000,274,4,63,0,0,0,0,0,138,0,0,0,55,0,0,14
m,18-30,nein,ledig,nein,Samstag,>17 Uhr,> 25 km,>4500,165,11,0,0,0,63,21,0,9,19,0,0,0,38,0,4
w,41-50,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,305,0,32,0,0,0,0,0,225,0,0,0,0,48,0,0
m,18-30,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,<1000,400,2,0,0,0,0,0,0,320,9,0,9,0,0,38,22
w,51-60,nein,ledig,ja,Dienstag,14-17 Uhr,< 10 km,1000-<2000,278,0,63,0,12,0,13,119,0,0,0,48,19,4,0,0
w,>60,nein,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,3200-<4500,101,0,0,0,9,0,9,11,0,52,0,0,20,0,0,0
m,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,1000-<2000,182,3,0,0,5,28,4,0,17,11,0,0,75,30,0,9
m,18-30,ja,ledig,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,320,0,0,24,15,0,14,60,70,8,3,0,0,30,91,5
w,31-40,nein,ledig,nein,Donnerstag,14-17 Uhr,< 10 km,3200-<4500,72,0,0,0,24,0,24,0,0,0,0,24,0,0,0,0
w,18-30,ja,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,>4500,66,0,0,0,0,36,0,0,0,0,30,0,0,0,0,0
m,18-30,nein,ledig,nein,Mittwoch,>17 Uhr,< 10 km,1000-<2000,158,14,0,4,0,0,19,72,18,4,0,3,0,2,14,8
m,18-30,nein,Partnerschaft,ja,Samstag,14-17 Uhr,10 - 25 km,2000-<3200,129,0,0,0,35,0,4,0,67,11,0,0,0,0,0,12
w,41-50,ja,Partnerschaft,nein,Donnerstag,<10 Uhr,10 - 25 km,1000-<2000,484,0,7,0,28,0,0,36,315,0,10,0,0,24,0,64
m,18-30,ja,ledig,ja,Dienstag,<10 Uhr,< 10 km,>4500,362,14,0,0,0,0,96,72,171,1,0,0,0,0,0,8
m,18-30,nein,ledig,ja,Montag,12-14 Uhr,< 10 km,<1000,451,1,21,0,32,0,8,126,114,34,0,0,0,0,64,51
w,31-40,nein,ledig,nein,Samstag,10-12 Uhr,> 25 km,3200-<4500,181,18,12,0,0,0,0,3,0,0,0,4,0,144,0,0
w,18-30,nein,ledig,nein,Montag,<10 Uhr,> 25 km,1000-<2000,126,0,0,3,0,0,0,0,84,39,0,0,0,0,0,0
w,18-30,nein,ledig,ja,Donnerstag,<10 Uhr,10 - 25 km,1000-<2000,72,0,0,0,14,0,0,12,0,0,0,0,28,18,0,0
w,>60,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,184,0,0,24,26,63,1,21,0,0,32,0,17,0,0,0
m,51-60,ja,ledig,nein,Freitag,>17 Uhr,> 25 km,1000-<2000,171,8,0,0,0,0,56,0,0,10,24,0,0,0,65,8
m,18-30,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,424,10,32,0,14,0,29,0,136,9,36,0,0,0,80,78
w,>60,ja,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,1000-<2000,153,0,0,0,20,48,12,11,24,0,0,0,26,12,0,0
w,41-50,nein,ledig,ja,Donnerstag,>17 Uhr,< 10 km,1000-<2000,117,18,0,0,35,0,0,0,0,0,0,0,0,64,0,0
m,18-30,nein,Partnerschaft,nein,Dienstag,12-14 Uhr,< 10 km,<1000,334,12,0,0,48,0,112,72,14,64,0,0,0,0,0,12
w,>60,ja,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,260,0,0,0,18,0,5,140,0,36,0,0,21,28,12,0
w,51-60,ja,ledig,nein,Montag,<10 Uhr,< 10 km,<1000,114,0,0,0,5,0,11,31,0,0,0,20,2,0,45,0
w,31-40,ja,ledig,nein,Freitag,<10 Uhr,< 10 km,2000-<3200,168,0,0,0,0,0,0,25,0,24,0,0,0,0,119,0
w,18-30,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,3200-<4500,63,0,0,0,0,0,0,30,0,0,0,0,0,33,0,0
m,41-50,ja,ledig,ja,Samstag,<10 Uhr,10 - 25 km,<1000,169,30,0,14,0,0,0,0,21,0,0,0,0,40,0,64
w,51-60,nein,ledig,nein,Samstag,>17 Uhr,10 - 25 km,2000-<3200,326,0,0,0,4,0,12,25,210,0,0,0,30,0,0,45
w,18-30,nein,ledig,nein,Montag,10-12 Uhr,< 10 km,2000-<3200,438,0,0,2,0,60,0,28,200,114,32,2,0,0,0,0
w,>60,ja,ledig,nein,Donnerstag,<10 Uhr,< 10 km,3200-<4500,88,0,0,0,8,0,5,25,0,46,0,0,4,0,0,0
w,31-40,nein,ledig,nein,Donnerstag,<10 Uhr,< 10 km,2000-<3200,179,8,0,9,36,0,0,0,14,70,0,0,42,0,0,0
w,18-30,ja,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,3200-<4500,168,0,36,0,24,0,0,0,0,108,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Montag,12-14 Uhr,< 10 km,>4500,178,7,0,15,0,0,13,0,16,4,0,9,0,112,0,2
w,18-30,ja,ledig,nein,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,98,0,0,0,0,0,0,30,68,0,0,0,0,0,0,0
w,18-30,nein,ledig,nein,Montag,<10 Uhr,< 10 km,3200-<4500,287,0,0,25,0,0,0,126,0,0,0,0,126,10,0,0
m,41-50,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,3200-<4500,269,5,0,0,0,0,0,0,0,85,18,0,136,20,0,5
w,18-30,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,3200-<4500,54,0,0,0,0,0,0,50,0,0,0,4,0,0,0,0
w,18-30,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,<1000,230,18,25,0,0,0,0,14,29,0,0,0,0,0,144,0
w,>60,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,131,0,0,0,25,35,9,7,20,0,0,0,3,21,0,11
w,>60,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,85,0,0,0,2,0,3,0,0,0,12,0,23,0,0,45
m,18-30,nein,ledig,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,174,9,0,0,49,48,0,14,4,3,0,0,0,0,0,47
w,41-50,nein,ledig,nein,Donnerstag,>17 Uhr,< 10 km,3200-<4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,2000-<3200,57,0,0,0,9,0,13,17,0,0,15,0,3,0,0,0
w,51-60,nein,Partnerschaft,ja,Montag,>17 Uhr,> 25 km,1000-<2000,158,0,0,0,19,0,56,24,0,0,0,0,19,0,40,0
m,18-30,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,<1000,159,1,12,0,0,0,10,0,22,9,0,0,91,0,0,14
w,18-30,nein,ledig,nein,Dienstag,>17 Uhr,< 10 km,3200-<4500,58,6,0,0,0,0,0,44,0,0,8,0,0,0,0,0
w,18-30,nein,ledig,nein,Samstag,14-17 Uhr,10 - 25 km,1000-<2000,176,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0
w,>60,nein,Partnerschaft,nein,Mittwoch,<10 Uhr,< 10 km,1000-<2000,34,10,0,0,15,0,0,3,0,0,0,0,6,0,0,0
m,18-30,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,110,5,0,0,0,0,13,0,6,81,0,0,0,0,0,5
w,>60,nein,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,122,0,0,0,17,0,9,10,0,0,0,0,26,0,0,60
m,18-30,ja,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,>4500,95,13,0,0,0,0,21,0,15,2,0,0,0,35,0,9
w,18-30,ja,Partnerschaft,ja,Donnerstag,<10 Uhr,< 10 km,1000-<2000,157,0,0,0,5,0,0,45,0,0,0,24,44,30,0,9
m,18-30,nein,Partnerschaft,nein,Montag,12-14 Uhr,< 10 km,1000-<2000,455,6,0,6,0,0,19,0,250,16,0,0,98,0,56,4
m,41-50,nein,ledig,ja,Dienstag,>17 Uhr,> 25 km,1000-<2000,135,14,1,0,0,0,0,88,30,0,0,0,0,0,0,2
w,51-60,ja,Partnerschaft,nein,Mittwoch,10-12 Uhr,< 10 km,<1000,126,0,0,0,2,0,13,24,36,0,0,24,3,0,24,0
w,18-30,nein,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,2000-<3200,46,28,0,0,4,0,0,0,0,0,0,0,0,14,0,0
w,31-40,nein,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,2000-<3200,101,0,0,0,0,35,0,0,52,0,8,0,0,0,6,0
m,>60,nein,ledig,ja,Donnerstag,<10 Uhr,< 10 km,3200-<4500,63,14,0,0,5,0,16,0,0,0,0,0,16,0,0,12
w,51-60,ja,ledig,ja,Donnerstag,14-17 Uhr,> 25 km,3200-<4500,175,0,0,5,7,16,3,61,72,0,0,0,3,8,0,0
m,18-30,nein,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,1000-<2000,101,6,40,0,5,0,0,0,1,11,0,0,35,0,0,3
m,>60,nein,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,95,3,0,0,28,0,11,6,0,0,0,0,13,0,16,18
w,18-30,ja,ledig,nein,Donnerstag,>17 Uhr,< 10 km,2000-<3200,52,0,0,0,20,0,0,0,32,0,0,0,0,0,0,0
w,41-50,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,10 - 25 km,2000-<3200,68,0,0,0,36,12,0,0,0,0,20,0,0,0,0,0
m,>60,ja,ledig,nein,Samstag,<10 Uhr,> 25 km,3200-<4500,169,9,0,14,0,0,0,60,12,0,0,0,18,48,0,8
w,41-50,ja,Partnerschaft,ja,Donnerstag,10-12 Uhr,< 10 km,1000-<2000,199,0,0,0,9,0,0,0,0,0,0,0,54,0,0,136
w,51-60,nein,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,2000-<3200,57,6,0,0,4,0,9,10,0,0,12,0,16,0,0,0
m,18-30,ja,ledig,nein,Samstag,>17 Uhr,> 25 km,<1000,601,11,42,0,0,0,144,0,79,190,0,27,0,0,104,4
m,18-30,nein,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,437,9,42,0,32,0,7,0,14,93,64,0,0,0,0,176
w,41-50,ja,ledig,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,48,0,32,16,0,0,0,0,0,0,0,0,0,0,0,0
w,41-50,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,3200-<4500,88,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0
w,18-30,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,71,10,0,0,15,0,16,0,11,11,0,0,0,0,0,8
m,>60,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,>4500,82,5,0,0,9,0,0,48,0,0,0,0,13,0,0,7
w,41-50,ja,ledig,ja,Mittwoch,14-17 Uhr,< 10 km,3200-<4500,326,0,0,0,25,0,88,0,20,13,0,0,0,78,102,0
w,31-40,ja,ledig,nein,Samstag,>17 Uhr,> 25 km,1000-<2000,48,0,35,0,0,0,0,0,0,0,0,0,0,6,7,0
w,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,62,0,0,0,0,0,0,0,0,30,30,2,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,<1000,46,36,0,0,0,0,0,0,0,0,10,0,0,0,0,0
w,18-30,ja,ledig,nein,Dienstag,>17 Uhr,< 10 km,<1000,141,28,18,0,0,0,0,55,0,0,40,0,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Montag,<10 Uhr,10 - 25 km,>4500,150,0,0,0,21,0,0,0,90,0,0,0,39,0,0,0
m,31-40,ja,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,2000-<3200,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11
w,51-60,nein,ledig,ja,Freitag,10-12 Uhr,> 25 km,<1000,217,0,0,25,84,0,5,3,0,0,0,0,37,0,63,0
w,18-30,nein,ledig,nein,Freitag,>17 Uhr,10 - 25 km,1000-<2000,202,0,0,0,0,0,0,55,0,96,0,0,11,40,0,0
m,18-30,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,52,6,0,0,0,0,10,18,0,16,0,0,0,0,0,2
m,18-30,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,240,11,6,0,42,0,13,0,12,0,0,0,0,24,0,132
w,18-30,nein,ledig,nein,Samstag,>17 Uhr,> 25 km,>4500,220,5,0,0,54,0,0,0,161,0,0,0,0,0,0,0
w,41-50,ja,ledig,ja,Mittwoch,12-14 Uhr,< 10 km,1000-<2000,54,0,0,0,40,0,5,0,0,0,0,9,0,0,0,0
w,41-50,ja,Partnerschaft,nein,Mittwoch,<10 Uhr,< 10 km,1000-<2000,90,0,0,8,40,6,0,0,0,36,0,0,0,0,0,0
m,41-50,nein,Partnerschaft,nein,Samstag,14-17 Uhr,10 - 25 km,<1000,44,8,0,0,20,8,0,0,0,0,0,0,0,0,0,8
w,>60,nein,Partnerschaft,nein,Freitag,<10 Uhr,< 10 km,1000-<2000,60,0,0,0,12,0,7,10,0,0,0,18,13,0,0,0
w,18-30,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,<1000,135,0,30,6,0,0,24,0,0,0,0,0,0,0,75,0
m,18-30,nein,ledig,nein,Montag,>17 Uhr,> 25 km,1000-<2000,139,14,0,0,0,15,10,0,6,86,0,0,0,0,0,8
m,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,> 25 km,1000-<2000,313,14,64,0,0,18,15,4,189,4,0,0,0,0,0,5
m,>60,ja,ledig,nein,Samstag,<10 Uhr,< 10 km,<1000,226,10,0,0,5,0,0,0,0,0,0,0,18,81,105,7
w,>60,ja,ledig,nein,Donnerstag,10-12 Uhr,< 10 km,<1000,207,0,0,0,35,0,2,14,133,0,0,0,23,0,0,0
m,>60,ja,Partnerschaft,nein,Donnerstag,10-12 Uhr,< 10 km,1000-<2000,329,1,0,21,5,0,0,0,186,0,0,0,12,104,0,0
m,31-40,ja,ledig,nein,Montag,14-17 Uhr,< 10 km,1000-<2000,30,17,0,0,3,0,0,0,0,0,8,0,0,0,0,2
w,18-30,nein,ledig,ja,Freitag,12-14 Uhr,10 - 25 km,2000-<3200,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
w,51-60,nein,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,<1000,101,0,0,0,18,0,6,24,0,24,0,0,29,0,0,0
m,18-30,nein,ledig,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,317,41,0,0,8,0,17,16,7,93,0,0,0,135,0,0
w,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,>4500,302,0,63,0,32,0,9,77,96,0,0,0,20,5,0,0
m,>60,nein,Partnerschaft,nein,Donnerstag,<10 Uhr,< 10 km,<1000,233,10,60,0,2,28,0,8,50,0,0,0,16,9,50,0
m,18-30,nein,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,>4500,236,1,45,0,36,0,1,11,33,0,0,28,0,70,0,11
w,>60,nein,ledig,nein,Freitag,<10 Uhr,< 10 km,>4500,152,0,16,0,38,0,12,20,8,0,24,0,8,0,0,26
w,51-60,nein,ledig,ja,Dienstag,10-12 Uhr,< 10 km,2000-<3200,68,0,0,0,2,0,9,20,0,0,35,0,2,0,0,0
w,41-50,ja,Partnerschaft,nein,Mittwoch,<10 Uhr,< 10 km,>4500,14,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0
w,18-30,nein,Partnerschaft,nein,Montag,>17 Uhr,10 - 25 km,1000-<2000,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0
w,>60,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,1000-<2000,120,0,0,0,13,0,4,57,0,19,0,0,7,20,0,0
w,41-50,nein,ledig,nein,Donnerstag,12-14 Uhr,< 10 km,1000-<2000,368,0,0,0,0,0,0,48,96,224,0,0,0,0,0,0
